,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
506,Jay McKee\mckeeja01,23,BUF,D,74,1,10,11,9,76,4.2,1,0,0,0,8,0,2,62,1.6,1435,19:24
507,Steve McKenna\mckenst01,27,TOT,LW,54,1,1,2,-4,119,-0.3,1,0,0,0,1,0,0,19,5.3,271,5:01
507,Steve McKenna\mckenst01,27,PIT,LW,34,0,0,0,-4,100,-0.4,0,0,0,0,0,0,0,7,0.0,111,3:16
507,Steve McKenna\mckenst01,27,MIN,LW,20,1,1,2,0,19,0.1,1,0,0,0,1,0,0,12,8.3,160,7:59
508,Jim McKenzie\mckenji02,31,NJD,LW,53,2,2,4,0,119,-0.2,2,0,0,0,2,0,0,32,6.3,420,7:56
509,Kyle McLaren\mclarky01,23,BOS,D,58,5,12,17,-5,53,3.4,3,2,0,0,11,0,1,91,5.5,1405,24:14
510,Josef Melichar\melicjo01,22,PIT,D,18,0,2,2,-5,21,-0.2,0,0,0,0,1,1,0,9,0.0,268,14:54
511,Scott Mellanby\mellasc01,34,TOT,RW,63,11,10,21,-13,71,1.3,8,3,0,0,7,3,0,95,11.6,944,14:59
511,Scott Mellanby\mellasc01,34,FLA,RW,40,4,9,13,-13,46,0.3,3,1,0,0,7,2,0,58,6.9,599,14:59
511,Scott Mellanby\mellasc01,34,STL,RW,23,7,1,8,0,25,1.0,5,2,0,0,0,1,0,37,18.9,345,15:00
512,Eric Messier\messier01,27,COL,LW,64,5,7,12,-3,26,0.2,5,0,0,1,7,0,0,60,8.3,786,12:16
513,Mark Messier*\messima01,40,NYR,C,82,24,43,67,-25,89,5.2,9,12,3,2,23,17,3,131,18.3,1578,19:14
514,Glen Metropolit\metrogl01,26,WSH,C,15,1,5,6,-2,10,0.3,1,0,0,0,1,4,0,20,5.0,178,11:50
515,Branislav Mezei\mezeibr01,20,NYI,D,42,1,4,5,-5,53,1.0,1,0,0,0,3,0,1,29,3.4,622,14:48
516,Craig Millar\millacr01,24,TOT,D,21,1,1,2,-7,16,0.1,1,0,0,1,1,0,0,12,8.3,301,14:19
516,Craig Millar\millacr01,24,TBL,D,16,1,1,2,-8,10,0.0,1,0,0,1,1,0,0,10,10.0,240,15:01
516,Craig Millar\millacr01,24,NSH,D,5,0,0,0,1,6,0.2,0,0,0,0,0,0,0,2,0.0,60,12:04
517,Aaron Miller\milleaa01,29,TOT,D,69,4,14,18,22,43,4.9,4,0,0,0,13,0,1,59,6.8,1327,19:14
517,Aaron Miller\milleaa01,29,COL,D,56,4,9,13,19,29,4.0,4,0,0,0,8,0,1,49,8.2,1032,18:25
517,Aaron Miller\milleaa01,29,LAK,D,13,0,5,5,3,14,1.0,0,0,0,0,5,0,0,10,0.0,296,22:44
518,Kip Miller\milleki01,31,PIT,LW,33,3,8,11,0,6,0.7,2,1,0,0,8,0,0,38,7.9,323,9:46
519,Boris Mironov\mironbo01,28,CHI,D,66,5,17,22,-14,42,3.3,2,3,0,0,9,7,1,143,3.5,1458,22:05
520,Dmitri Mironov\mirondm01,35,WSH,D,36,3,5,8,-7,6,1.2,2,1,0,1,2,2,1,33,9.1,595,16:32
521,Willie Mitchell\mitchwi01,23,TOT,D,33,1,9,10,4,40,2.1,1,0,0,0,7,1,1,30,3.3,592,17:56
521,Willie Mitchell\mitchwi01,23,MIN,D,17,1,7,8,4,11,1.8,1,0,0,0,5,1,1,16,6.3,354,20:49
521,Willie Mitchell\mitchwi01,23,NJD,D,16,0,2,2,0,29,0.3,0,0,0,0,2,0,0,14,0.0,238,14:52
522,Mike Modano*\modanmi01,30,DAL,C,81,33,51,84,26,52,10.2,22,8,3,7,34,17,0,208,15.9,1815,22:24
523,Fredrik Modin\modinfr01,26,TBL,LW,76,32,24,56,-1,48,6.9,24,8,0,4,13,11,0,217,14.7,1312,17:15
524,Jaroslav Modry\modryja01,29,LAK,D,63,4,15,19,16,48,4.4,4,0,0,0,10,3,2,72,5.6,1157,18:22
525,Alexander Mogilny\mogilal01,31,NJD,RW,75,43,40,83,10,43,10.6,31,12,0,7,23,17,0,240,17.9,1266,16:53
526,Jim Montgomery\montgji01,31,SJS,C,28,1,6,7,-1,19,0.4,0,1,0,0,3,3,0,17,5.9,255,9:06
527,Ian Moran\morania01,28,PIT,D,40,3,4,7,5,28,1.4,3,0,0,1,4,0,0,73,4.1,708,17:43
528,Ethan Moreau\moreaet01,25,EDM,LW,68,9,10,19,-6,90,0.9,8,0,1,3,8,1,1,97,9.3,964,14:11
529,Marc Moro\moroma01,23,NSH,D,6,0,0,0,1,12,0.1,0,0,0,0,0,0,0,1,0.0,21,3:34
530,Aleksey Morozov\morozal01,23,PIT,RW,66,5,14,19,-8,6,0.6,5,0,0,1,11,3,0,72,6.9,705,10:41
531,Derek Morris\morride01,22,CGY,D,51,5,23,28,-15,56,4.0,1,3,1,4,8,14,1,142,3.5,1318,25:51
532,Brendan Morrison\morribr01,25,VAN,C,82,16,38,54,2,42,4.7,11,3,2,3,23,12,3,179,8.9,1506,18:22
533,Brenden Morrow\morrobr01,22,DAL,LW,82,20,24,44,18,128,5.3,13,7,0,6,19,5,0,121,16.5,1270,15:29
534,Mike Mottau\mottami01,22,NYR,D,18,0,3,3,-6,13,-0.1,0,0,0,0,1,2,0,17,0.0,275,15:18
535,Bill Muckalt\muckabi01,26,NYI,RW,60,11,15,26,-4,33,2.4,10,1,0,2,12,3,0,90,12.2,823,13:43
536,Bryan Muir\muirbr01,27,TOT,D,18,0,3,3,-7,19,0.0,0,0,0,0,1,2,0,17,0.0,252,13:59
536,Bryan Muir\muirbr01,27,TBL,D,10,0,3,3,-7,15,0.0,0,0,0,0,1,2,0,14,0.0,186,18:34
536,Bryan Muir\muirbr01,27,COL,D,8,0,0,0,0,4,0.0,0,0,0,0,0,0,0,3,0.0,66,8:14
537,Kirk Muller\mulleki01,34,DAL,C,55,1,9,10,-4,26,-0.1,1,0,0,0,9,0,0,54,1.9,680,12:22
538,Gord Murphy\murphgo01,33,ATL,D,27,3,11,14,-11,12,1.3,1,2,0,0,3,6,2,44,6.8,560,20:44
539,Joe Murphy\murphjo01,33,WSH,RW,14,1,5,6,-5,20,0.2,0,1,0,0,2,3,0,22,4.5,175,12:31
540,Larry Murphy*\murphla01,39,DET,D,57,2,19,21,-6,12,3.1,2,0,0,1,12,7,0,81,2.5,1083,19:00
541,Glen Murray\murragl01,28,LAK,RW,64,18,21,39,9,32,4.0,14,3,1,1,18,1,2,138,13.0,1165,18:12
542,Marty Murray\murrama01,25,CGY,C,7,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,6,0.0,101,14:28
543,Rem Murray\murrare01,28,EDM,LW,82,15,21,36,5,24,3.1,11,1,3,3,16,3,2,122,12.3,1259,15:21
544,Frantisek Musil\musilfr01,36,EDM,D,13,0,2,2,-2,4,0.2,0,0,0,0,2,0,0,0,,145,11:09
545,Brantt Myhres\myhrebr01,26,TOT,LW,25,0,0,0,-5,57,-0.3,0,0,0,0,0,0,0,1,0.0,94,3:45
545,Brantt Myhres\myhrebr01,26,NSH,LW,20,0,0,0,-5,28,-0.3,0,0,0,0,0,0,0,1,0.0,76,3:48
545,Brantt Myhres\myhrebr01,26,WSH,LW,5,0,0,0,0,29,0.0,0,0,0,0,0,0,0,0,,18,3:36
546,Anders Myrvold\myrvoan01,25,NYI,D,12,0,1,1,-2,0,0.1,0,0,0,0,0,1,0,8,0.0,113,9:26
547,Ladislav Nagy\nagyla01,21,TOT,RW,46,8,9,17,-2,22,1.6,6,2,0,2,7,2,0,64,12.5,598,13:00
547,Ladislav Nagy\nagyla01,21,STL,RW,40,8,8,16,-2,20,1.6,6,2,0,2,6,2,0,59,13.6,522,13:03
547,Ladislav Nagy\nagyla01,21,PHX,RW,6,0,1,1,0,2,0.0,0,0,0,0,1,0,0,5,0.0,76,12:38
548,Tyson Nash\nashty01,25,STL,LW,57,8,7,15,8,110,1.5,7,0,1,0,7,0,0,113,7.1,711,12:29
549,Markus Naslund\nasluma02,27,VAN,RW,72,41,34,75,-2,58,9.5,22,18,1,5,18,16,0,277,14.8,1371,19:03
550,Andrei Nazarov\nazaran01,26,TOT,RW,79,2,4,6,-23,229,-1.1,2,0,0,0,4,0,0,63,3.2,655,8:18
550,Andrei Nazarov\nazaran01,26,BOS,RW,63,1,4,5,-14,200,-0.8,1,0,0,0,4,0,0,50,2.0,516,8:12
550,Andrei Nazarov\nazaran01,26,MDA,RW,16,1,0,1,-9,29,-0.3,1,0,0,0,0,0,0,13,7.7,139,8:42
551,Stan Neckar\neckast01,25,TOT,D,69,2,4,6,-3,71,1.8,2,0,0,1,4,0,0,26,7.7,1115,16:09
551,Stan Neckar\neckast01,25,PHX,D,53,2,2,4,-2,63,1.3,2,0,0,1,2,0,0,16,12.5,818,15:26
551,Stan Neckar\neckast01,25,TBL,D,16,0,2,2,-1,8,0.5,0,0,0,0,2,0,0,10,0.0,297,18:33
552,Petr Nedved\nedvepe01,29,NYR,C,79,32,46,78,10,54,8.5,22,9,1,5,34,12,0,230,13.9,1602,20:16
553,Sergei Nemchinov\nemchse01,37,NJD,C,65,8,22,30,11,16,2.6,7,1,0,2,20,1,1,70,11.4,859,13:13
554,Eric Nickulas\nickuer01,25,BOS,C,7,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,6,0.0,50,7:07
555,Rob Niedermayer\niedero01,26,FLA,C,67,12,20,32,-12,50,1.8,8,3,1,0,14,5,1,115,10.4,1373,20:30
556,Scott Niedermayer*\niedesc01,27,NJD,D,57,6,29,35,14,22,5.8,5,1,0,5,19,10,0,87,6.9,1329,23:19
557,Chris Nielsen\nielsch01,20,CBJ,LW,29,4,5,9,4,4,1.1,4,0,0,1,5,0,0,36,11.1,305,10:30
558,Jeff Nielsen\nielsje01,29,MIN,RW,59,3,8,11,-16,4,-0.3,2,1,0,1,7,0,1,82,3.7,800,13:33
559,Antti-Jussi Niemi\niemian01,23,MDA,D,28,1,1,2,-6,22,0.5,1,0,0,0,1,0,0,18,5.6,446,15:56
560,Ville Nieminen\niemivi01,23,COL,LW,50,14,8,22,8,38,2.9,12,2,0,3,5,3,0,68,20.6,622,12:26
561,Joe Nieuwendyk*\nieuwjo01,34,DAL,C,69,29,23,52,5,30,6.8,17,12,0,4,15,8,0,166,17.5,1116,16:11
562,Janne Niinimaa\niinija01,25,EDM,D,82,12,34,46,6,90,8.1,4,8,0,1,18,15,1,122,9.8,2078,25:20
563,Andrei Nikolishin\nikolan01,27,WSH,C,81,13,25,38,9,34,3.5,9,4,0,2,19,3,3,145,9.0,1259,15:32
564,Marcus Nilson\nilsoma01,22,FLA,RW,78,12,24,36,-3,74,2.8,12,0,0,2,18,6,0,141,8.5,1230,15:46
565,Owen Nolan\nolanow01,28,SJS,RW,57,24,25,49,0,75,5.5,13,10,1,4,14,11,0,191,12.6,1244,21:49
566,Mattias Norstrom\norstma01,29,LAK,D,82,0,18,18,10,60,3.9,0,0,0,0,18,0,0,59,0.0,1790,21:50
567,Jeff Norton\nortoje01,35,TOT,D,42,2,11,13,12,28,2.7,1,1,0,1,11,0,0,22,9.1,785,18:41
567,Jeff Norton\nortoje01,35,PIT,D,32,2,10,12,8,20,2.1,1,1,0,1,10,0,0,17,11.8,592,18:30
567,Jeff Norton\nortoje01,35,SJS,D,10,0,1,1,4,8,0.6,0,0,0,0,1,0,0,5,0.0,193,19:18
568,Ivan Novoseltsev\novosiv01,22,FLA,RW,38,3,6,9,-5,16,0.4,3,0,0,0,5,1,0,34,8.8,408,10:44
569,Petteri Nummelin\nummepe01,28,CBJ,D,61,4,12,16,-11,10,2.6,2,2,0,0,4,8,0,99,4.0,1051,17:14
570,Teppo Numminen\nummite01,32,PHX,D,72,5,26,31,9,36,6.3,4,1,0,2,5,21,0,109,4.6,1762,24:28
571,Kai Nurminen\nurmika01,31,MIN,LW,2,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,1,100.0,31,15:34
572,Michael Nylander\nylanmi01,28,CHI,C,82,25,39,64,7,32,7.1,21,4,0,5,26,11,2,176,14.2,1547,18:52
573,Sean O'Donnell\odonnse01,29,TOT,D,80,4,13,17,0,161,4.7,3,1,0,2,11,1,1,67,6.0,1729,21:37
573,Sean O'Donnell\odonnse01,29,MIN,D,63,4,12,16,-2,128,4.4,3,1,0,2,10,1,1,58,6.9,1449,23:00
573,Sean O'Donnell\odonnse01,29,NJD,D,17,0,1,1,2,33,0.4,0,0,0,0,1,0,0,9,0.0,280,16:27
574,Jeff O'Neill\oneilje01,24,CAR,RW,82,41,26,67,-18,106,8.3,24,17,0,5,14,12,0,242,16.9,1504,18:20
575,Adam Oates*\oatesad01,38,WSH,C,81,13,69,82,-9,28,6.5,8,5,0,4,30,37,2,72,18.1,1701,21:00
576,Jaroslav Obsut\obsutja01,24,STL,D,4,0,0,0,1,2,0.2,0,0,0,0,0,0,0,3,0.0,74,18:31
577,Lyle Odelein\odelely01,32,CBJ,D,81,3,14,17,-16,118,3.1,2,1,0,0,8,6,0,104,2.9,1743,21:31
578,Jeff Odgers\odgerje01,31,ATL,RW,82,6,7,13,-8,226,0.3,6,0,0,1,7,0,0,67,9.0,709,8:39
579,Gino Odjick\odjicgi01,30,TOT,LW,30,2,3,5,0,72,0.3,2,0,0,0,3,0,0,32,6.3,237,7:55
579,Gino Odjick\odjicgi01,30,PHI,LW,17,1,3,4,0,28,0.3,1,0,0,0,3,0,0,21,4.8,145,8:33
579,Gino Odjick\odjicgi01,30,MTL,LW,13,1,0,1,0,44,0.1,1,0,0,0,0,0,0,11,9.1,92,7:04
580,Mattias Ohlund\ohlunma01,24,VAN,D,65,8,20,28,-16,46,3.8,6,1,1,4,9,8,3,136,5.9,1625,25:00
581,David Oliver\oliveda01,29,OTT,RW,7,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0.0,39,5:37
582,Krzysztof Oliwa\oliwakr01,27,TOT,LW,36,1,4,5,-3,165,0.1,1,0,0,0,4,0,0,22,4.5,182,5:03
582,Krzysztof Oliwa\oliwakr01,27,PIT,LW,26,1,2,3,-4,131,0.0,1,0,0,0,2,0,0,17,5.9,129,4:58
582,Krzysztof Oliwa\oliwakr01,27,CBJ,LW,10,0,2,2,1,34,0.2,0,0,0,0,2,0,0,5,0.0,53,5:17
583,Sandis Ozolinsh\ozolisa01,28,CAR,D,72,12,32,44,-25,71,6.5,6,4,2,2,16,15,1,145,8.3,1598,22:12
584,Samuel Pahlsson\pahlssa01,23,TOT,C,76,4,5,9,-14,20,-0.8,2,1,1,1,5,0,0,59,6.8,1083,14:15
584,Samuel Pahlsson\pahlssa01,23,MDA,C,59,3,4,7,-9,14,-0.5,1,1,1,1,4,0,0,46,6.5,839,14:14
584,Samuel Pahlsson\pahlssa01,23,BOS,C,17,1,1,2,-5,6,-0.3,1,0,0,0,1,0,0,13,7.7,243,14:19
585,Ziggy Palffy\palffzi01,28,LAK,RW,73,38,51,89,22,20,11.1,22,12,4,8,23,28,0,217,17.5,1443,19:46
586,Jay Pandolfo\pandoja01,26,NJD,LW,63,4,12,16,3,16,0.4,4,0,0,0,12,0,0,57,7.0,887,14:05
587,Scott Parker\parkesc01,23,COL,RW,69,2,3,5,-2,155,-0.1,2,0,0,1,3,0,0,35,5.7,394,5:42
588,Mark Parrish\parrima01,23,NYI,RW,70,17,13,30,-27,28,2.1,11,6,0,3,9,4,0,123,13.8,1082,15:27
589,Pavel Patera\paterpa01,29,MIN,C,20,1,3,4,-8,4,-0.2,1,0,0,0,2,1,0,14,7.1,289,14:27
590,James Patrick\patrija01,37,BUF,D,54,4,9,13,9,12,3.9,3,1,0,0,4,5,0,48,8.3,932,17:16
591,Serge Payer\payerse01,21,FLA,C,43,5,1,6,0,21,0.6,4,0,1,0,1,0,0,34,14.7,320,7:27
592,Denis Pederson\pederde01,25,VAN,RW,61,4,8,12,0,65,0.4,3,0,1,3,7,1,0,70,5.7,713,11:42
593,Scott Pellerin\pellesc01,31,TOT,RW,77,11,33,44,2,51,3.9,7,2,2,2,23,9,1,138,8.0,1353,17:34
593,Scott Pellerin\pellesc01,31,MIN,RW,58,11,28,39,6,45,3.9,7,2,2,2,18,9,1,117,9.4,1082,18:40
593,Scott Pellerin\pellesc01,31,CAR,RW,19,0,5,5,-4,6,0.0,0,0,0,0,5,0,0,21,0.0,270,14:14
594,Ville Peltonen\peltovi01,27,NSH,LW,23,3,1,4,-7,2,0.1,3,0,0,0,1,0,0,38,7.9,268,11:40
595,Yanic Perreault\perreya01,29,TOR,C,76,24,28,52,0,52,5.9,19,5,0,2,15,13,0,134,17.9,1066,14:01
596,Ricard Persson\perssri01,31,OTT,D,33,1,8,9,8,35,2.0,1,0,0,1,6,2,0,43,2.3,564,17:06
597,Toby Petersen\peterto01,22,PIT,C,12,2,6,8,3,4,0.8,2,0,0,1,6,0,0,25,8.0,160,13:22
598,Oleg Petrov\petrool01,29,MTL,RW,81,17,30,47,-11,24,4.0,11,4,2,1,21,9,0,158,10.8,1503,18:33
599,Robert Petrovicky\petroro01,27,NYI,C,11,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,3,0.0,38,3:26
600,Ronald Petrovicky\petroro02,23,CGY,RW,30,4,5,9,0,54,0.8,3,1,0,1,4,1,0,30,13.3,346,11:33
601,Matt Pettinger\pettima01,20,WSH,LW,10,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,6,0.0,78,7:47
602,Chris Phillips\phillch02,22,OTT,D,73,2,12,14,8,31,3.3,0,2,0,0,8,4,0,77,2.6,1567,21:28
603,Michel Picard\picarmi01,31,PHI,LW,7,1,4,5,6,0,0.7,0,1,0,0,3,1,0,12,8.3,100,14:14
604,Rich Pilon\pilonri01,32,NYR,D,69,2,9,11,-2,175,1.4,2,0,0,0,9,0,0,24,8.3,1164,16:52
605,Lance Pitlick\pitlila01,33,FLA,D,68,1,2,3,-5,42,1.1,1,0,0,0,2,0,0,24,4.2,924,13:35
606,Domenic Pittis\pittido01,26,EDM,C,47,4,5,9,-5,49,0.2,4,0,0,2,5,0,0,42,9.5,506,10:46
607,Derek Plante\plantde01,30,PHI,C,12,1,2,3,0,4,0.1,1,0,0,0,2,0,0,20,5.0,198,16:30
608,Steve Poapst\poapsst01,32,CHI,D,36,2,3,5,3,12,1.6,2,0,0,0,1,1,1,27,7.4,614,17:03
609,Shjon Podein\podeish01,32,COL,RW,82,15,17,32,7,68,2.9,15,0,0,3,17,0,0,137,10.9,1180,14:23
610,Andrej Podkonicky\podkoan01,22,FLA,LW,6,1,0,1,0,2,0.1,1,0,0,0,0,0,0,5,20.0,36,6:04
611,Alexei Ponikarovsky\ponikal01,20,TOR,RW,22,1,3,4,-1,14,0.1,1,0,0,0,3,0,0,21,4.8,188,8:32
612,Peter Popovic\popovpe01,32,BOS,D,60,1,6,7,-5,48,1.6,1,0,0,0,6,0,0,34,2.9,1121,18:41
613,Marek Posmyk\posmyma01,22,TBL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,13:27
614,Brian Pothier\pothibr01,23,ATL,D,3,0,0,0,4,2,0.4,0,0,0,0,0,0,0,0,,62,20:38
615,Tom Poti\potito01,23,EDM,D,81,12,20,32,-4,60,5.7,6,6,0,3,7,12,1,161,7.5,1842,22:44
616,Patrick Poulin\poulipa01,27,MTL,LW,52,9,11,20,1,13,2.0,9,0,0,4,8,2,1,65,13.8,690,13:16
617,Nolan Pratt\prattno01,25,COL,D,46,1,2,3,2,40,0.9,1,0,0,1,2,0,0,26,3.8,452,9:50
618,Keith Primeau\primeke02,29,PHI,C,71,34,39,73,17,76,9.3,23,11,0,4,27,11,1,165,20.6,1418,19:58
619,Wayne Primeau\primewa01,24,TOT,C,75,3,19,22,-17,131,0.0,3,0,0,0,16,3,0,77,3.9,1024,13:39
619,Wayne Primeau\primewa01,24,TBL,C,47,2,13,15,-17,77,0.0,2,0,0,0,11,2,0,47,4.3,667,14:11
619,Wayne Primeau\primewa01,24,PIT,C,28,1,6,7,0,54,0.0,1,0,0,0,5,1,0,30,3.3,357,12:45
620,Bob Probert\probebo01,35,CHI,LW,79,7,12,19,-13,103,0.8,6,1,0,0,12,0,0,45,15.6,856,10:50
621,Chris Pronger*\prongch01,26,STL,D,51,8,39,47,21,75,9.0,4,4,0,0,14,23,2,121,6.6,1415,27:45
622,Vinny Prospal\prospva01,25,TOT,C,74,5,24,29,-1,22,1.6,4,1,0,0,16,8,0,136,3.7,1082,14:38
622,Vinny Prospal\prospva01,25,OTT,C,40,1,12,13,1,12,0.5,1,0,0,0,8,4,0,68,1.5,518,12:57
622,Vinny Prospal\prospva01,25,FLA,C,34,4,12,16,-2,10,1.1,3,1,0,0,8,4,0,68,5.9,564,16:36
623,Joel Prpic\prpicjo01,26,COL,C,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,0,,29,9:47
624,Dale Purinton\purinda01,24,NYR,D,42,0,2,2,5,180,0.7,0,0,0,0,2,0,0,13,0.0,401,9:33
625,Jamie Pushor\pushoja01,27,CBJ,D,75,3,10,13,7,94,4.2,2,0,1,0,9,0,1,64,4.7,1561,20:48
626,Taylor Pyatt\pyattta01,19,NYI,LW,78,4,14,18,-17,39,0.1,3,1,0,2,12,2,0,86,4.7,954,12:14
627,Deron Quint\quintde01,24,CBJ,D,57,7,16,23,-19,16,3.5,4,3,0,0,8,8,0,148,4.7,1373,24:06
628,Stephane Quintal\quintst01,32,CHI,D,72,1,18,19,-9,60,3.1,1,0,0,0,16,2,0,109,0.9,1620,22:30
629,Karel Rachunek\rachuka01,21,OTT,D,71,3,30,33,17,60,6.0,0,3,0,0,15,14,1,77,3.9,1483,20:54
630,Brian Rafalski\rafalbr01,27,NJD,D,78,9,43,52,36,26,9.7,3,6,0,1,27,16,0,142,6.3,1691,21:41
631,Marcus Ragnarsson\ragnama01,29,SJS,D,68,3,12,15,2,44,3.9,2,1,0,0,7,4,1,74,4.1,1605,23:36
632,Brad Ralph\ralphbr01,20,PHX,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,5:16
633,Paul Ranheim\ranhepa01,35,PHI,LW,80,10,7,17,2,14,1.0,8,0,2,0,5,0,2,123,8.1,1036,12:57
634,Erik Rasmussen\rasmuer01,23,BUF,LW,82,12,19,31,0,51,2.7,11,1,0,3,18,1,0,95,12.6,1130,13:47
635,Peter Ratchuk\ratchpe01,23,FLA,D,8,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,11,0.0,105,13:09
636,Mike Rathje\rathjmi01,26,SJS,D,81,0,11,11,7,48,3.8,0,0,0,0,8,3,0,89,0.0,1809,22:20
637,Rob Ray\rayro01,32,BUF,RW,63,4,6,10,2,210,1.0,4,0,0,1,6,0,0,33,12.1,355,5:38
638,Marty Reasoner\reasoma01,23,STL,C,41,4,9,13,-5,14,0.6,4,0,0,0,2,6,1,65,6.2,574,14:00
639,Mark Recchi*\recchma01,32,PHI,RW,69,27,50,77,15,33,8.7,19,7,1,8,32,17,1,191,14.1,1495,21:40
640,Wade Redden\reddewa01,23,OTT,D,78,10,37,47,22,49,8.9,6,4,0,0,19,18,0,159,6.3,1972,25:17
641,Joe Reekie\reekijo01,35,WSH,D,74,2,9,11,14,77,4.0,2,0,0,1,8,1,0,59,3.4,1392,18:49
642,Robyn Regehr\regehro01,20,CGY,D,71,1,3,4,-7,70,1.9,1,0,0,0,2,1,0,62,1.6,1400,19:43
643,Dave Reid\reidda02,36,COL,RW,73,1,9,10,1,21,-0.1,1,0,0,0,8,0,1,66,1.5,721,9:53
644,Steve Reinprecht\reinpst01,24,TOT,C,80,15,21,36,10,14,3.6,10,3,2,3,17,1,3,100,15.0,1075,13:26
644,Steve Reinprecht\reinpst01,24,LAK,C,59,12,17,29,11,12,3.2,7,3,2,3,14,1,2,72,16.7,747,12:39
644,Steve Reinprecht\reinpst01,24,COL,C,21,3,4,7,-1,2,0.4,3,0,0,0,3,0,1,28,10.7,328,15:38
645,Todd Reirden\reirdto01,29,STL,D,38,2,4,6,-2,43,1.4,1,1,0,0,2,2,0,58,3.4,640,16:50
646,Pascal Rheaume\rheaupa01,27,STL,LW,8,2,0,2,-1,5,0.2,0,2,0,0,0,0,0,16,12.5,95,11:56
647,Mike Ribeiro\ribeimi01,20,MTL,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,21,10:38
648,Mike Ricci\riccimi01,29,SJS,C,81,22,22,44,3,60,4.5,11,9,2,4,11,9,2,141,15.6,1457,18:00
649,Brad Richards\richabr01,20,TBL,C,82,21,41,62,-10,14,5.9,14,7,0,3,22,19,0,179,11.7,1386,16:54
650,Luke Richardson\richalu01,31,PHI,D,82,2,6,8,23,131,4.3,1,0,1,0,6,0,0,75,2.7,1698,20:42
651,Barry Richter\richtba01,30,MTL,D,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,21,10:44
652,Michel Riesen\riesemi01,21,EDM,RW,12,0,1,1,2,4,0.0,0,0,0,0,1,0,0,16,0.0,119,9:54
653,Jamie Rivers\riverja01,25,OTT,D,45,2,4,6,6,44,1.7,2,0,0,0,2,2,0,41,4.9,631,14:01
654,Craig Rivet\rivetcr01,26,MTL,D,26,1,2,3,-8,36,0.5,1,0,0,0,2,0,0,22,4.5,496,19:04
655,Gary Roberts\roberga01,34,TOR,LW,82,29,24,53,16,109,6.5,19,8,2,3,20,4,0,138,21.0,1405,17:08
656,Bert Robertsson\roberbe01,26,NYR,D,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,,11,5:37
657,Stephane Robidas\robidst01,23,MTL,D,65,6,6,12,0,14,3.9,5,1,0,0,5,1,0,77,7.8,1348,20:44
658,Luc Robitaille*\robitlu01,34,LAK,LW,82,37,51,88,10,66,10.3,20,16,1,4,22,29,0,235,15.7,1534,18:42
659,Randy Robitaille\robitra01,25,NSH,C,62,9,17,26,-11,12,2.0,4,5,0,0,11,6,0,121,7.4,879,14:10
660,Travis Roche\rochetr01,22,MIN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,15:22
661,Jeremy Roenick\roenije01,31,PHX,C,80,30,46,76,-1,114,8.0,17,13,0,7,33,13,0,192,15.6,1680,21:00
662,Stacy Roest\roestst01,26,MIN,C,76,7,20,27,3,20,2.2,6,1,0,1,16,4,0,125,5.6,1065,14:01
663,Brian Rolston\rolstbr01,27,BOS,LW,77,19,39,58,6,28,5.6,14,5,0,4,17,18,4,286,6.6,1488,19:19
664,Cliff Ronning\ronnicl01,35,NSH,C,80,19,43,62,4,28,6.6,13,6,0,4,18,25,0,237,8.0,1390,17:23
665,Jonas Ronnqvist\ronnqjo01,27,MDA,RW,38,0,4,4,-7,14,-0.4,0,0,0,0,3,1,0,30,0.0,404,10:37
666,Andre Roy\royan01,25,OTT,LW,64,3,5,8,1,169,0.6,3,0,0,0,5,0,0,33,9.1,294,4:36
667,Michal Rozsival\rozsimi01,22,PIT,D,30,1,4,5,3,26,0.9,1,0,0,0,3,1,0,17,5.9,513,17:06
668,Steve Rucchin\rucchst01,29,MDA,C,16,3,5,8,-5,0,0.5,1,2,0,0,2,2,1,19,15.8,301,18:47
669,Mike Rucinski\rucinmi02,25,CAR,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,27,13:18
670,Martin Rucinsky\rucinma01,29,MTL,LW,57,16,22,38,-5,66,3.8,10,5,1,4,13,9,0,141,11.3,1093,19:11
